Kaina	Miestas	Rajonas	Raj	Raj2	Rajvid	Kamb	Tipas	Fizine	Remontas	Sodai	Ireng	Irengtumas	Statyba	Mur	Ntipas	Nplotas	Splotas	Atstumas iki centro (km)	Pastatymo metai
1180000	Vilnius	Visoriai	2	1	3	5	Namas	4	Nereikia	0	3	Irengtas	Nauja	Murinis	Murinis	290	11	10	2003
1450000	Vilnius	Visoriai	2	1	3	4	Namas	4	Nereikia	0	3	Irengtas	Nauja	Murinis	Murinis	262	9	10	2007
800000	Vilnius	Visoriai	2	1	3	4	Kotedzas	4	Nereikia	0	3	Irengtas	Nauja	Murinis	Murinis	150	2	10	2005
860000	Vilnius	Visoriai	2	1	3	8	Namas	4	Nereikia	0	3	Irengtas	Nauja	Murinis	Murinis	320	6	10	2000
650000	Vilnius	Visoriai	2	1	3	5	Kotedzas	3	Reikia	0	1	Neirengtas	Nauja	Murinis	Murinis	145	4	10	2009
299000	Vilnius	Zujunai	3	2	2	4	Namas	3	Reikia	0	1	Neirengtas	Nauja	Murinis	Murinis	159	15	11	2011
440000	Vilnius	Zujunai	3	2	2	7	Namas	2	Nereikia	0	3	Irengtas	Nenauja	Murinis	Murinis	243	12	11	1994
878000	Vilnius	Zujunai	3	2	2	7	Namas	4	Nereikia	0	3	Irengtas	Nauja	Murinis	Murinis	274	20	11	2010
1400000	Vilnius	Zujunai	3	2	2	5	Namas	4	Nereikia	0	3	Irengtas	Nauja	Murinis	Murinis	285	12	11	2009
590000	Vilnius	Zujunai	3	2	2	5	Namas	2	Nereikia	0	3	Irengtas	Nauja	Nemurinis	Medinis	190	17	11	2008
320000	Vilnius	Zujunai	3	2	2	4	Namas	3	Reikia	0	1	Neirengtas	Nauja	Murinis	Murinis	134	8	11	2011
550000	Vilnius	Zujunai	3	2	2	6	Namas	3	Reikia	0	1	Neirengtas	Nauja	Murinis	Blokinis	220	9	11	2011
650000	Vilnius	Zujunai	3	2	2	6	Namas	4	Nereikia	0	3	Irengtas	Nauja	Murinis	Murinis	170	7	11	2007
540000	Vilnius	Traku Voke	2	1	2	5	Kotedzas	3	Reikia	0	1	Neirengtas	Nauja	Murinis	Blokinis	187	8	17	2008
1450000	Vilnius	Traku Voke	2	1	2	4	Namas	4	Nereikia	0	3	Irengtas	Nauja	Murinis	Murinis	220	16	16	2007
595000	Vilnius	Traku Voke	2	1	2	4	Namas	4	Nereikia	0	3	Irengtas	Nauja	Murinis	Murinis	477	15	16	2001
347000	Vilnius	Traku Voke	2	1	2	4	Namas	3	Reikia	0	1	Neirengtas	Nauja	Murinis	Blokinis	185	8	15	2010
369000	Vilnius	Traku Voke	2	1	2	2	Namas	2	Nereikia	0	3	Irengtas	Nenauja	Murinis	Murinis	80	6	16	1995
1280000	Vilnius	Traku Voke	2	1	2	8	Namas	3	Nereikia	0	3	Irengtas	Nauja	Murinis	Murinis	430	8	16	2000
365000	Vilnius	Traku Voke	2	1	2	5	Namas	3	Reikia	0	1	Neirengtas	Nauja	Murinis	Murinis	132	8	16	2011
934000	Vilnius	Traku Voke	2	1	2	6	Namas	4	Nereikia	0	3	Irengtas	Nauja	Murinis	Murinis	304	14	15	2009
300000	Vilnius	Traku Voke	2	1	2	6	Namas	3	Reikia	0	1	Neirengtas	Nauja	Murinis	Murinis	286	10	15	2009
460900	Vilnius	Traku Voke	2	1	2	5	Namas	3	Reikia	0	1	Neirengtas	Nauja	Murinis	Murinis	165	7	15	2009
455000	Vilnius	Traku Voke	2	1	2	4	Namas	3	Reikia	0	1	Neirengtas	Nauja	Murinis	Murinis	152	8	15	2009
385000	Vilnius	Traku Voke	2	1	2	5	Kotedzas	3	Reikia	0	1	Neirengtas	Nauja	Murinis	Murinis	165	6	16	2011
399000	Vilnius	Traku Voke	2	1	2	5	Kotedzas	3	Reikia	0	1	Neirengtas	Nauja	Murinis	Murinis	180	11	15	2010
679000	Vilnius	Traku Voke	2	1	2	4	Namas	4	Nereikia	0	3	Irengtas	Nauja	Murinis	Murinis	264	14	15	2009
340000	Vilnius	Traku Voke	2	1	2	5	Namas	3	Reikia	0	1	Neirengtas	Nauja	Murinis	Blokinis	165	6	16	2010
1300000	Vilnius	Zverynas	4	3	4	5	Kotedzas	4	Nereikia	0	3	Irengtas	Nauja	Murinis	Murinis	210	2	3	2001
1800000	Vilnius	Zverynas	4	3	4	5	Kotedzas	3	Reikia	0	1	Neirengtas	Nenauja	Murinis	Murinis	190	3	3	2010
1690000	Vilnius	Zverynas	4	3	4	5	Namas	1	Reikia	0	1	Neirengtas	Nenauja	Murinis	Murinis	155	7	2	1961
1499900	Vilnius	Zverynas	4	3	4	4	Kotedzas	3	Reikia	0	1	Neirengtas	Nauja	Murinis	Murinis	161	2	3	2008
1780000	Vilnius	Zverynas	4	3	4	8	Namas	4	Nereikia	0	3	Irengtas	Nauja	Murinis	Murinis	374	7	3	2005
1150000	Vilnius	Zverynas	4	3	4	3	Namas	1	Reikia	0	1	Neirengtas	Nenauja	Murinis	Murinis	85	6	4	1959
1850000	Vilnius	Zverynas	4	3	4	5	Namas	3	Nereikia	0	3	Irengtas	Nauja	Murinis	Murinis	228	9	3	2002
499999	Vilnius	Zverynas	4	3	4	3	Kotedzas	2	Reikia	0	3	Irengtas	Nenauja	Murinis	Murinis	100	3	3	1963
1399000	Vilnius	Zverynas	4	3	4	4	Kotedzas	3	Reikia	0	1	Neirengtas	Nauja	Murinis	Murinis	162	2	2	2008
1750000	Vilnius	Zverynas	4	3	4	6	Kotedzas	3	Reikia	0	1	Neirengtas	Nauja	Murinis	Murinis	233	3	2	2008
4200000	Vilnius	Zverynas	4	3	4	6	Namas	4	Nereikia	0	3	Irengtas	Nauja	Murinis	Murinis	354	4	2	2009
2800000	Vilnius	Zverynas	4	3	4	8	Namas	5	Nereikia	0	3	Irengtas	Nauja	Murinis	Murinis	340	12	3	2004
